"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 8/20/2013)","Feeder IRN","School Type","Limited English Proficiency","Read 3rd grade 2012-13 % proficient or above","Math 3rd grade 2012-13 % proficient or above","Read 4th Grade 2012-13 % proficient or above","Math 4th Grade 2012-13 % proficient or above","Read 5th grade 2012-13 % proficient or above","Math 5th grade 2012-13 % proficient or above","Science 5th grade 2012-13 % proficient or above","Read 6th Grade 2012-13 % proficient or above","Math 6th Grade 2012-13 % proficient or above","Read 7th Grade 2012-13 % proficient or above","Math 7th Grade 2012-13 % proficient or above","Read 8th Grade 2012-13 % proficient or above","Math 8th Grade 2012-13 % proficient or above","Science 8th grade 2012-13 % proficient or above","Read OGT 2012-13 % proficient or above","Math OGT 2012-13 % proficient or above","Write OGT 2012-13 % proficient or above","Social Studies OGT 2012-13 % proficient or above","Science OGT 2012-13 % proficient or above","Read 11th grade 2012-13 % at or above proficient","Math 11th grade 2012-13 % at or above proficient","Write 11th grade 2012-13 % at or above proficient","Social Studies 11th grade 2012-13 % at or above proficient","Science 11th grade 2012-13 % at or above proficient","Attendance rate 2012-13","	2012 4-Year Longitudinal Graduation Rate - Class of 2012","	2012 5-Year Longitudinal Graduation Rate - Class of 2011","Enrollment","% of total enrollment"
"143123","Mound Street Military Careers Academy","143123","Mound Street Military Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143131","Mound Street Health Careers Acadmy","143131","Mound Street Health Careers Acadmy","Montgomery","Region 10","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143164","Life Skills Center Of Hamilton County","143164","Life Skills Center Of Hamilton County","Hamilton","Region 13","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","Open","******","Community School Startup","LEP","55.6","38.9","83.3","50.0","--","--","--","--","--","80.0","70.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","119","55.3"
"143198","Great Western Academy","143198","Great Western Academy","Franklin","Region 11","Open","******","Community School Startup","LEP","50.0","50.0","20.0","10.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","98","12.2"
"143206","Trotwood Fitness & Prep Acad","143206","Trotwood Fitness & Prep Acad","Montgomery","Region 10","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143214","Middletown Fitness & Prep Acad","143214","Middletown Fitness & Prep Acad","Butler","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143297","The Autism Academy Of Learning","143297","The Autism Academy Of Learning","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143305","Treca Digital Academy","143305","Treca Digital Academy","Marion","Region 7","Open","","Dropout Recovery","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","0.5"
"143313","Hope Academy Cuyahoga Campus","143313","Hope Academy Cuyahoga Campus","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","54.5","45.5","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","--","--","60","13.8"
"143396","Alternative Education Academy","143396","Alternative Education Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143412","Crittenton Community School","143412","Crittenton Community School","Franklin","Region 11","Closed","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143453","Mollie Kessler","143453","Mollie Kessler","Mahoning","Region 5","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143479","Constellation Schools: Puritas Community Elementary","143479","Constellation Schools: Puritas Community Elementary","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143487","Constellation Schools: Stockyard Community Elementary","143487","Constellation Schools: Stockyard Community Elementary","Cuyahoga","Region 3","Open","******","Community School Startup","LEP","61.1","61.1","53.8","30.8","46.2","15.4","23.1","60.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.7","--","--","93","32.7"
"143495","Constellation Schools: Mansfield Community Elementary","143495","Constellation Schools: Mansfield Community Elementary","Richland","Region 7","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143503","Lake Erie Academy","143503","Lake Erie Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143529","North Dayton School Of Science & Discovery","143529","North Dayton School Of Science & Discovery","Montgomery","Region 10","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143537","Virtual Community School Of Ohio","143537","Virtual Community School Of Ohio","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143552","Eagle Academy","143552","Eagle Academy","Lucas","Region 1","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143560","Richard Allen Academy II","143560","Richard Allen Academy II","Montgomery","Region 10","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143578","Richard Allen Academy III","143578","Richard Allen Academy III","Butler","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","31","18.9"
"143602","Hamilton Cnty Math & Science","143602","Hamilton Cnty Math & Science","Hamilton","Region 13","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143610","Arts & College Preparatory Academy","143610","Arts & College Preparatory Academy","Franklin","Region 11","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143636","World Collegiate Preparatory School","143636","World Collegiate Preparatory School","Franklin","Region 11","Closed","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","57","50.4"
"143644","Sciotoville","143644","Sciotoville","Scioto","Region 15","Open","******","Community School Startup","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"144881","Henry Defer Intermediate Elementary School","049239","Streetsboro City","Portage","Region 8","Open","036251","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.0"
"145078","Pickerington Lakeview Junior High","046896","Pickerington Local","Fairfield","Region 11","Open","145086","Junior High School","LEP","--","--","--","--","--","--","--","--","--","84.2","57.9","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","3.3"
"145086","Pickerington High School North","046896","Pickerington Local","Fairfield","Region 11","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.3","--","--","28","1.6"
"145292","Hill Intermediate Elementary School","046318","Bethel-Tate Local","Clermont","Region 13","Open","002584","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145300","Bick Primary Elementary School","046318","Bethel-Tate Local","Clermont","Region 13","Open","145292","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145352","Maysville Elementary School","048850","Maysville Local","Muskingum","Region 12","Open","062232","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145391","Alliance Middle School","043497","Alliance City","Stark","Region 9","Open","000463","Middle School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145409","Northside Elementary School","043497","Alliance City","Stark","Region 9","Open","145391","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145417","Rockhill Elementary School","043497","Alliance City","Stark","Region 9","Open","145391","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145433","Strausser Elementary School","049858","Jackson Local","Stark","Region 9","Open","067975","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145466","Winchester Trail Elementary School","046946","Canal Winchester Local","Franklin","Region 11","Open","118158","Elementary School","LEP","50.0","68.8","--","--","83.3","75.0","41.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","37","4.6"
"145532","Granville Intermediate School","045393","Granville Exempted Village","Licking","Region 11","Open","037804","Elementary School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","2.3"
"145557","Western Hills University High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","1.1"
"145565","Western Hills Engineering High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"145573","Withrow International High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","70.0","60.0","70.0","80.0","70.0","91.4","40.0","45.2","28","17.2"
"145581","Academy for Multilingual Immersion Studies","043752","Cincinnati City","Hamilton","Region 13","Open","146365","Elementary School","LEP",">95.0",">95.0","54.2","33.3","55.0","40.0","50.0","58.3","30.8","91.7","75.0","86.7","80.0","53.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","212","43.0"
