"District IRN","Name","Address","City","State","Postal Code","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","Charter cost per student","Charter cost per classroom","% Spent in Classroom","% Spent on Administration","Community School Transfer","Funding per Student","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","TOTAL CALCULATED STATE FUNDING","TOTAL ADDITIONAL AID ITEMS","TOTAL ADM","Letter grade of four year graduation rate"
"047829","Centerburg Local","119 S Preston St","Centerburg","OH","43011-7058","16","41.3","95.8","1084.0","62","17.5","20.1","10.2","21.6","94.2","5.8","29.5","A","B","103.316","A","A","D","C","B","95.2","95.3","4425.54","64.22","1605.39","93.5","6.5","-319408.66","4588.752900609591","78.0","78","100.0","100.0","5109482","107150","1137","A"
"046755","Buckeye Valley Local","679 Coover Rd","Delaware","OH","43015-9562","12","57.9","95.4","2233.0","151","14.8","21.9","10.2","14.3","93.1","6.9","32.9","A","B","104.116","A","C","A","A","C","95.6","94.6","1735.50","202.14","5053.61","93.5","6.5","-601812.51","1964.6434477705677","143.0","141","98.6","98.6","4440178","64670","2293","A"
"043505","Ashland City","PO Box 160","Ashland","OH","44805-0160","15","70.7","95.4","3298.0","225","14.7","40.4","12.1","17.4","92.1","7.9","37.5","B","B","100.594","A","A","A","D","D","95.3","93.9","2836.83","186.11","4652.66","93.1","6.9","-1190101.01","3130.8466998195563","205.0","204","99.5","99.5","10585548","362803","3497","A"
"046458","United Local","8143 State Route 9","Hanoverton","OH","44423-8618","14","59.0","95.3","1271.0","87","14.6","48.4","15.1","6.2",">95.0","<5.0","31.5","B","B","100.027","B","C","C","C","D","95.5","95.6","5528.72","38.81","970.34","92.8","7.2","-152872.09","5644.888858842618","85.0","85","100.0","100.0","6777490","111194","1220","A"
"044446","Nelsonville-York City","2 Buckeye Dr","Nelsonville","OH","45764-9591","11","56.2","95.2","1201.0","85","14.1","65.2","19.9","6.0",">95.0","<5.0","34.3","C","B","96.725","F","F","F","C","F","94.1","92.9","7245.28","-21.54","-538.50","93.4","6.6","-171942.09","7317.241966993354","81.0","80","98.8","98.8","8841838","110003","1223","B"
"043877","Delaware City","248 N Washington St","Delaware","OH","43015-1649","12","71.1","95.7","5220.0","329","15.9","36.6","14.3","19.9","83.8","16.2","38.6","A","B","101.43","A","D","B","B","C","95.3","93.2","2134.41","180.63","4515.76","93.7","6.3","-1422419.77","2437.903917219636","383.0","378","98.7","98.7","12653707","646034","5455","A"
"044321","Marietta City","111 Academy Dr","Marietta","OH","45750-8053","16","63.0","95.4","3007.0","161","18.7","53.2","13.8","10.7","94.0","6.0","35.3","D","C","90.667","F","F","C","F","F","95.5","88.8","2636.83","118.40","2960.08","93.7","6.3","-582273.11","2852.8383433077115","187.0","181","96.8","96.8","8069642","277278","2926","C"
"050195","Liberty Local","4115 Shady Rd","Youngstown","OH","44505-1353","10","52.0","95.2","1216.0","81","15.0","62.6","15.5","9.3","58.4","41.6","44.6","D","C","95.927","A","C","A","B","F","94.1","88.8","3288.07","118.33","2958.37","92.9","7.1","-337744.60","3457.9040170587423","61.0","61","100.0","100.0","4952902","74199","1454","C"
"049569","Lakota Local","5200 County Road 13","Kansas","OH","44841-9617","14","55.3","92.7","1059.0","54","19.6","34.7","14.4","9.3","93.2","6.8","38.6","D","B","97.648","A","D","B","A","D","95.8","85.7","4591.40","104.11","2602.77","92.7","7.3","-278224.74","4794.69123969658","76.0","76","100.0","100.0","5147388","105245","1096","C"
"044925","Troy City","500 N Market St","Troy","OH","45373-1418","14","76.6","96.2","4359.0","245","17.8","37.4","11.1","20.5","83.6","16.4","36.3","A","B","102.671","B","B","C","F","C","96.0","94.6","2381.32","88.51","2212.82","93.6","6.4","-642017.76","2563.213764052926","272.0","272","100.0","100.0","11307465","418392","4575","A"
"047795","Edison Local","14890 State Route 213","Hammondsville","OH","43930-7902","21","75.4","94.6","1597.0","96","16.6","65.2","14.3","8.6",">95.0","<5.0","30.1","D","B","96.949","F","D","D","D","F","94.6","92.9","3665.00","152.68","3816.88","92.9","7.1","-668646.98","3888.743876190946","106.0","105","99.1","99.1","7737458","139970","2026","B"
"044842","Strongsville City","13200 Pearl Rd","Strongsville","OH","44136-3402","7","77.3","95.2","5672.0","375","15.1","18.5","9.7","24.3","85.9","14.1","29.2","A","B","104.017","A","C","C","D","B","95.5","93.4","1464.56","126.42","3160.60","91.6","8.4","-926453.10","1672.5878450488408","346.0","346","100.0","100.0","9179159","459279","5763","A"
"047225","West Geauga Local","8615 Cedar Rd","Chesterland","OH","44026-3519","12","75.2","96.1","2105.0","128","16.4","13.9","12.9","11.3","93.3","6.7","33.1","A","B","107.366","A","C","C","C","B","95.8","93.8","1719.06","51.82","1295.41","93.8","6.2","-134665.18","1850.9940145250293","130.0","130","100.0","100.0","3411990","153635","1926","A"
"049288","Preble Shawnee Local","124 Bloomfield St","Camden","OH","45311-1154","12","45.1","95","1316.0","80","16.4","47.9","14.3","4.5",">95.0","<5.0","37.1","C","B","97.443","F","C","C","F","F","95.0","93.5","4838.79","43.40","1084.95","92.9","7.1","-219471.79","4961.769543112333","93.0","93","100.0","100.0","7114372","107483","1456","A"
"046235","Greenon Local","500 Enon Xenia Pike","Enon","OH","45323-1759","12","70.4","95.3","1747.0","101","17.3","34.2","11.8","11.1","92.3","7.7","34.0","A","B","101.108","A","A","A","A","B","95.0","91.4","3397.14","85.83","2145.86","92.4","7.6","-350992.10","3568.7086789116106","113.0","113","100.0","100.0","6266532","110251","1787","B"
"045500","Milford Exempted Village","777 Garfield Ave","Milford","OH","45150-1607","12","80.2","96.2","6312.0","366","17.2","26.1","12.1","27.9","91.3","8.7","34.6","A","B","106.054","A","C","B","B","B","95.9","93.6","2594.29","74.29","1857.23","94.6","5.4","-739346.23","2764.002897258748","458.0","458","100.0","100.0","17132314","602662","6416","A"
"045138","Worthington City","200 E Wilson Bridge Rd","Worthington","OH","43085-2332","16","76.1","92.7","9227.0","631","14.6","25.3","12.7","36.8","70.6","29.4","36.6","A","B","104.624","A","A","A","A","D","96.1","94.2","1424.95","134.59","3364.76","94.1","5.9","-1545983.56","1662.657741276161","638.0","638","100.0","100.0","14812816","805859","9394","A"
"047381","Southwest Local","230 S Elm St","Harrison","OH","45030-1444","17","78.1","96.9","3345.0","175","19.1","36.1","14.3","12.4","94.0","6.0","36.1","A","B","101.829","A","A","A","A","C","95.3","89.0","3602.12","92.16","2304.03","94.1","5.9","-645697.65","3751.567719363638","251.0","251","100.0","100.0","13086615","199112","3541","B"
"050294","Strasburg-Franklin Local","140 N Bodmer Ave","Strasburg","OH","44680-1122","15","56.1","95.5","631.0","45","14.0","36.5","9.8","8.7","93.2","6.8","38.6","C","B","98.525","F","NA","C","C","C","96.2","98.5","3549.14","86.98","2174.39","91.4","8.6","-144899.92","3681.951347394837","41.0","41","100.0","100.0","2436472","28374","669","A"
"050179","Joseph Badger Local","7119 State Route 7","Kinsman","OH","44428-9788","24","65.8","96.3","844.0","42","20.1","41.8","13.7","12.0",">95.0","<5.0","29.0","C","B","99.279","C","F","A","B","F","95.2","98.6","4385.20","49.07","1226.80","92.0","8.0","-128146.16","4463.727276790703","66.0","66","100.0","100.0","3967707","26883","895","A"
"043596","Bellevue City","125 North St","Bellevue","OH","44811-1423","17","61.7","96","2040.0","125","16.3","42.6","14.3","9.3","92.0","8.0","34.1","C","B","98.965","C","F","B","C","D","95.3","97.1","4308.25","72.23","1805.80","93.7","6.3","-423613.74","4453.398270484831","126.0","126","100.0","100.0","9273717","150564","2116","A"
"047894","Riverside Local","585 Riverside Dr","Painesville","OH","44077-5323","14","77.4","95","4343.0","232","18.7","20.4","11.8","15.4","87.8","12.2","29.5","A","B","101.949","C","C","A","B","C","96.2","91.6","1195.94","246.96","6174.02","93.0","7.0","-1374683.10","1515.5897793555505","326.0","321","98.5","98.5","6792045","324846","4696","B"
"047548","Conotton Valley Union Local","PO Box 187","Sherrodsville","OH","44675-0187","13","43.0","96.4","399.0","34","11.7","44.6","23.6","6.5",">95.0","<5.0","34.7","D","C","91.219","B","NA","C","C","D","94.1","90.5","4610.22","103.02","2575.49","90.8","9.2","-138293.37","4810.749564889177","38.0","38","100.0","100.0","2249544","44654","477","B"
"043802","Columbus City","1091 King Ave","Columbus","OH","43212-2204","12","62.1","93.4","49602.0","3077","16.1","78.5","16.6","12.8","25.9","74.1","49.9","F","D","79.825","F","F","A","A","F","91.7","77.0","2528.64","1062.64","26566.06","93.2","6.8","-116502612.67","3773.9850105495825","3489.0","3058","87.6","87.6","249010351","7237268","67898","F"
"046623","Ansonia Local","PO Box 279","Ansonia","OH","45303-0279","16","73.4","95.9","700.0","49","14.3","38.1","15.4","9.7",">95.0","<5.0","28.0","A","B","102.624","A","NA","A","C","B","96.2","97.8","6024.63","39.89","997.15","94.1","5.9","-74467.25","6292.987652280279","57.0","56","98.2","98.2","3670691","136378","605","A"
"046334","Felicity-Franklin Local","PO Box 619","Felicity","OH","45120-0619","15","54.9","96.3","939.0","64","14.7","54.1","18.8","20.1","94.8","5.2","37.1","D","C","93.802","A","B","C","C","F","94.2","86.4","6784.71","27.50","687.48","94.0","6.0","-254155.66","6931.570609809771","76.0","74","97.4","97.4","6971927","115257","1022","C"
"047365","Northwest Local","3240 Banning Rd","Cincinnati","OH","45239-5207","15","72.9","94","8535.0","482","17.7","54.6","14.7","13.4","60.2","39.8","37.9","D","C","94.622","F","B","C","C","F","94.4","88.7","2723.17","206.34","5158.42","93.2","6.8","-3263247.53","2996.894634672819","602.0","600","99.7","99.7","27660575","606825","9432","C"
"045294","Chesapeake Union Exempted Village","10183 County Road 1","Chesapeake","OH","45619-7032","12","54.8","93.7","1349.0","83","16.3","46.3","16.4","10.4",">95.0","<5.0","37.5","D","B","96.194","D","F","D","C","D","94.6","93.8","6036.49","29.74","743.48","93.4","6.6","-199105.64","6137.172082315907","98.0","97","99.0","99.0","8249553","94791","1360","A"
"046805","Margaretta Local","305 S Washington St","Castalia","OH","44824-9263","14","74.4","96.3","1164.0","77","15.1","36.4","12.9","10.4","93.3","6.7","34.7","D","B","97.293","B","C","A","A","F","95.2","97.8","3279.46","159.98","3999.62","93.4","6.6","-374225.68","3548.915297693333","95.0","95","100.0","100.0","4052061","128171","1178","A"
"048397","Western Reserve Local","13850 W Akron Canfield Rd","Berlin Center","OH","44401-9752","16","63.8","97.2","712.0","52","13.7","26.5","16.4","7.3",">95.0","<5.0","36.0","A","B","103.103","A","A","B","C","A","96.0","96.1","4107.49","54.44","1360.91","91.8","8.2","-61305.45","4182.184197145244","52.0","52","100.0","100.0","2291961","11001","551","A"
"047001","Reynoldsburg City","7244 E Main St","Reynoldsburg","OH","43068-2014","13","72.8","95.9","6425.0","321","20.0","51.0","12.0","16.0","46.2","53.8","47.1","C","B","99.413","A","D","B","A","D","95.1","92.9","4066.03","229.99","5749.85","93.4","6.6","-3544727.99","4412.085961939115","464.0","451","97.2","97.2","27769597","608057","6432","B"
"050120","Brookfield Local","614 Bedford Rd SE","Brookfield","OH","44403-9756","16","57.4","96.4","1118.0","70","16.0","53.8","15.3","6.4","91.0","9.0","40.3","D","B","96.146","F","NA","B","C","D","94.2","88.7","4692.06","101.95","2548.66","93.0","7.0","-256755.91","4820.875762154944","87.0","86","98.9","98.9","5458620","28597","1138","C"
"044669","Portsmouth City","724 Findlay St","Portsmouth","OH","45662-4113","16","68.4","93.3","1777.0","130","13.7",">95.0","26.6","9.1","80.0","20.0","48.0","F","C","88.402","C","D","A","C","F","94.6","89.2","6266.79","196.85","4921.28","94.1","5.9","-3175816.73","6553.76102499296","117.0","105","89.7","89.7","18859751","224933","2912","B"
"044586","Oakwood City","20 Rubicon Rd","Dayton","OH","45409-2239","13","82.9","96.2","2015.0","146","13.8","4.7","10.9","46.4","89.5","10.5","32.5","A","A","111.419","A","A","B","C","A","96.2","95.9","2624.87","20.78","519.55","93.0","7.0","-81574.15","2731.558242589378","137.0","137","100.0","100.0","5476661","157396","2063","A"
"050682","Elmwood Local","7650 Jerry City Rd","Bloomdale","OH","44817-9763","15","63.1","96.2","1188.0","81","14.7","41.5","13.6","15.8","93.7","6.3","27.9","C","B","98.551","A","C","A","C","D","96.2","95.8","5390.57","20.46","511.49","94.7","5.3","-91846.16","5485.706474832343","87.0","86","98.9","98.9","6375123","95213","1179","A"
"045617","Tipp City Exempted Village","90 S Tippecanoe Dr","Tipp City","OH","45371-1139","16","70.5","96.3","2443.0","148","16.5","16.4","13.1","34.3","94.2","5.8","31.8","A","B","105.547","A","B","A","A","C","96.5","96.5","2800.31","86.63","2165.85","93.8","6.2","-306918.05","2929.00946572174","178.0","178","100.0","100.0","7023419","93547","2430","A"
"048363","South Range Local","11300 Columbiana Canfield Rd Ste B","Canfield","OH","44406-8485","18","84.7","94.7","1253.0","74","16.9","26.7","12.9","9.4",">95.0","<5.0","30.4","A","B","105.921","C","B","C","C","B","95.8","93.0","3748.71","66.89","1672.29","93.6","6.4","-164912.06","3878.6997940604415","87.0","87","100.0","100.0","4670457","75753","1224","A"
"045344","Crestline Exempted Village","401 Heiser Ct","Crestline","OH","44827-1360","15","68.1","95.6","671.0","47","14.3",">95.0","17.0","2.8","91.1","8.9","45.2","F","C","87.734","F","NA","NA","C","F","94.1","85.2","4421.88","216.24","5406.00","91.7","8.3","-416858.47","4754.044786161675","32.0","30","93.8","93.8","3795738","90409","817","C"
"050047","Nordonia Hills City","9370 Olde Eight Rd","Northfield","OH","44067","9","74.6","95.4","3649.0","218","16.7","19.0","10.1","15.8","78.5","21.5","33.8","A","B","101.382","A","C","A","A","C","96.2","96.4","1136.18","76.63","1915.64","93.2","6.8","-356808.74","1274.8576533793196","232.0","227","97.8","97.8","4574454","230803","3769","A"
"043653","Brooklyn City","9200 Biddulph Rd","Brooklyn","OH","44144-2614","7","58.4","99.7","1353.0","92","14.7","53.4","17.1","11.7","63.9","36.1","39.3","D","C","94.869","F","D","C","C","F","94.9","87.0","99.13","374.39","9359.79","90.6","9.4","-571112.87","587.9405476267705","92.0","88","95.7","95.7","708555","161503","1480","C"
"044743","Sandusky City","407 Decatur St","Sandusky","OH","44870-2442","19","70.5","96.3","3153.0","244","12.9","78.1","14.6","10.1","41.6","58.4","40.5","F","C","86.249","D","D","F","F","F","93.9","81.5","4197.15","113.48","2836.96","92.9","7.1","-1095762.51","4411.427125095022","241.0","232","96.3","96.3","16563944","381407","3841","D"
"044214","Lebanon City","700 Holbrook Ave","Lebanon","OH","45036-1648","11","65.0","95.9","5447.0","267","20.4","24.1","11.6","16.4","88.1","11.9","34.6","A","B","102.538","A","C","B","C","F","96.0","95.1","2943.05","129.19","3229.83","94.4","5.6","-1331679.43","3160.080478424884","386.0","385","99.7","99.7","17581141","487978","5718","A"
"045187","Ada Exempted Village","725 W North Ave","Ada","OH","45810-1176","10","61.8","93.6","907.0","52","17.4","30.8","12.5","14.9",">95.0","<5.0","33.9","A","B","102.025","A","C","C","D","B","95.6","97.4","4650.73","64.24","1606.03","93.1","6.9","-166775.73","4807.937908089941","74.0","73","98.6","98.6","4166430","82297","884","A"
"045229","Bradford Exempted Village","760 Railroad Ave","Bradford","OH","45308-8605","12","62.8","95.8","579.0","38","15.2","51.6","16.2","7.4",">95.0","<5.0","37.0","D","C","94.874","F","NA","C","C","F","95.1","92.3","5299.08","12.87","321.86","90.3","9.7","-70612.50","5531.34501186663","34.0","34","100.0","100.0","3214759","118043","603","B"
"046243","Tecumseh Local","9760 W National Rd","New Carlisle","OH","45344-9290","15","80.5","94.5","3009.0","169","17.8","51.1","14.8","7.0","84.0","16.0","34.0","D","B","96.432","A","C","C","C","F","95.0","88.2","5339.71","20.76","519.02","93.8","6.2","-651741.42","5474.345667023618","179.0","175","97.8","97.8","16164208","296821","3007","C"
"049601","Clay Local","44 Clay High St","Portsmouth","OH","45662-8817","11","47.3","95.1","598.0","45","13.3","58.9","16.4","13.7",">95.0","<5.0","43.5","D","B","96.277","F","D","D","C","D","94.5","95.5","5468.48","22.28","557.04","92.8","7.2","-87383.78","5571.535922552121","42.0","41","97.6","97.6","2882316","41291","525","A"
"047092","Swanton Local","108 N Main St","Swanton","OH","43558-1032","19","61.9","96.2","1330.0","79","16.8","43.0","15.7","13.6","89.4","10.6","42.1","C","B","100.203","A","C","A","A","D","94.7","95.6","2953.02","70.62","1765.54","92.1","7.9","-189608.26","3116.7839512027845","81.0","81","100.0","100.0","4146890","124881","1371","A"
"046524","Wynford Local","3288 Holmes Center Rd","Bucyrus","OH","44820-9463","15","62.2","94.7","1118.0","66","16.9","46.2","15.2","6.5",">95.0","<5.0","36.9","C","B","97.75","D","D","D","D","F","96.3","88.9","4307.30","82.99","2074.64","92.9","7.1","-313625.90","4507.30491552168","83.0","82","98.8","98.8","4764749","119862","1084","C"
"045591","Rittman Exempted Village","100 Saurer St","Rittman","OH","44270-1259","15","65.2","94.8","1087.0","73","14.9","52.1","12.5","11.3","93.9","6.1","39.0","C","B","98.956","C","C","F","D","F","95.2","88.7","4101.59","93.90","2347.42","93.7","6.3","-330063.22","4285.326929958543","70.0","70","100.0","100.0","4808321","101593","1146","C"
"048082","Indian Lake Local","6210 State Route 235 N","Lewistown","OH","43333-9704","18","76.5","95.5","1731.0","111","15.6","46.5","13.5","7.6","93.6","6.4","36.9","C","B","96.608","F","F","F","F","F","95.9","86.2","2534.72","78.46","1961.39","94.4","5.6","-221643.12","2689.800513614256","110.0","109","99.1","99.1","4510285","129701","1725","C"
"048801","Highland Local","6506 State Route 229","Marengo","OH","43334-0098","12","67.4","96.6","1781.0","111","16.0","40.5","10.6","6.9",">95.0","<5.0","37.0","C","B","100.085","F","B","C","F","C","95.3","95.3","5124.72","64.32","1607.88","94.6","5.4","-457933.61","5308.379231099892","126.0","123","97.6","97.6","9408897","223369","1815","A"
"049940","Sandy Valley Local","5362 State Route 183 NE","Magnolia","OH","44643-8481","15","59.0","96.3","1323.0","89","14.9","51.9","18.1","10.7",">95.0","<5.0","37.2","B","B","97.245","A","B","B","A","D","94.7","96.5","5911.32","4.79","119.72","93.1","6.9","-153378.33","6020.930095353738","98.0","97","99.0","99.0","8286052","143552","1400","A"
